LoanApproved,Age,EducationLevel,Income
0,78,4,31120
0,57,2,106149
0,39,2,55921
0,77,1,78389
0,43,2,98441
0,22,4,31262
0,79,1,35132
0,51,1,57343
0,78,1,76973
0,19,0,99654
0,22,0,122324
0,21,4,131454
0,56,3,120350
0,39,2,29099
0,45,2,31650
0,40,2,45805
0,35,0,139724
0,48,0,121909
0,74,0,31823
0,64,0,30344
0,62,1,58928
0,19,1,93089
0,63,4,61662
0,44,3,38804
0,27,1,89551
0,57,4,23845
0,69,0,101350
0,61,2,41335
0,31,3,39862
0,65,2,60610
0,68,4,38889
0,68,0,139319
0,59,1,139323
0,45,2,23305
0,25,4,113439
0,35,3,123276
0,46,2,109424
0,65,2,112857
0,21,0,24534
0,27,3,36131
0,26,4,91688
0,64,3,56608
0,49,4,127011
0,49,4,36259
0,61,3,82432
0,28,4,109976
0,37,0,24790
0,20,4,139643
0,78,3,120050
0,77,2,34630
0,27,0,50453
0,39,3,67277
0,78,3,100538
0,52,3,42181
0,67,3,100088
0,76,0,60847
0,60,3,87020
0,67,3,141985
0,28,0,100520
0,21,3,146955
0,73,2,102227
0,48,0,113896
0,45,1,149989
0,41,1,138576
0,39,4,111024
0,67,1,66275
0,41,0,133225
0,43,0,102756
0,26,4,117041
0,41,2,38734
0,54,0,23297
0,52,1,103703
0,57,1,133054
0,42,3,51824
0,34,2,37718
0,80,1,91480
0,78,2,60286
0,63,0,75911
0,73,4,48010
0,78,1,120031
0,67,3,129180
0,39,0,77477
0,74,3,59974
0,22,4,137642
0,29,3,99616
0,54,4,57785
0,79,3,73753
0,65,4,44057
0,21,2,41464
0,76,2,122732
0,36,1,130985
0,59,4,89747
0,69,3,87906
0,47,1,143442
0,77,0,56197
0,23,0,146911
0,62,3,134466
0,42,0,128186
0,24,2,134190
0,55,0,122202
0,35,2,95733
0,56,0,55879
0,27,2,121535
0,63,3,21423
0,62,3,21800
0,21,0,111579
0,57,2,30957
0,20,2,104055
0,32,1,76238
0,69,2,82920
0,18,2,108053
0,58,1,36358
0,65,0,53568
0,33,1,133154
0,59,1,146571
0,53,0,47166
0,54,3,20180
0,37,0,48178
0,28,0,100867
0,57,2,123528
0,47,2,92381
0,48,4,101071
0,25,1,128385
0,47,3,125539
0,24,0,96031
0,64,1,55625
0,80,3,30141
0,36,0,75125
0,50,4,111931
0,34,0,52438
0,25,1,114988
0,52,1,77881
0,59,1,82078
0,22,2,105515
0,64,1,64812
0,56,1,55050
0,66,4,96808
0,74,3,137903
0,71,0,65945
0,33,3,130708
0,60,4,25484
0,23,4,133145
0,30,3,94413
0,24,0,145183
0,62,0,116623
0,24,0,116583
0,58,0,28858
0,19,2,27686
0,44,2,134360
0,79,1,126605
0,49,0,148560
0,60,3,147358
0,50,4,124170
0,68,4,82350
0,78,4,82282
0,24,1,20924
0,29,0,95131
0,19,4,57937
0,30,4,146271
0,56,0,112841
0,27,4,130050
0,73,3,46028
0,39,4,106529
0,76,3,122524
0,33,2,101897
0,30,3,79433
0,56,3,61022
0,56,2,120589
0,41,3,59162
0,67,4,137012
0,51,4,81163
0,27,1,34711
0,50,1,36986
0,35,3,80899
0,50,0,22257
0,65,1,32352
0,74,4,112275
0,59,3,42875
0,23,4,78469
0,41,0,139352
0,80,2,95124
0,24,1,68906
0,26,4,56011
0,41,0,120011
0,43,4,111400
0,41,0,144260
0,29,1,118261
0,73,0,147496
0,65,0,29022
0,25,0,130438
0,73,4,22355
0,63,2,123565
0,42,2,49475
0,31,1,143801
0,23,1,34547
0,33,4,125050
0,32,1,130765
0,32,1,71726
0,50,0,90973
0,68,3,74418
0,39,4,109151
0,31,4,69499
0,66,0,141797
0,74,3,31041
0,74,4,117173
0,76,3,124522
0,49,4,127496
0,44,3,58584
0,28,0,26273
0,51,3,124766
0,18,0,68771
0,23,0,101601
0,78,1,86677
0,50,1,47790
0,27,4,50658
0,28,1,40251
0,45,1,63423
0,30,3,60527
0,68,3,107286
0,41,2,45552
0,19,0,20812
0,32,2,77719
0,52,1,70558
0,66,3,145747
0,32,4,128679
0,32,4,73958
0,46,3,142961
0,71,2,22300
0,63,2,28477
0,32,1,57451
0,28,0,70087
0,38,3,139728
0,75,4,121431
0,35,1,85104
0,64,1,146633
0,32,0,79438
0,44,4,22424
0,34,1,25616
0,36,1,102264
0,73,2,132769
0,29,2,27394
0,55,1,32223
0,26,0,99897
0,79,4,40661
0,77,1,32162
0,28,3,106367
0,57,0,143818
0,76,2,101558
0,39,1,119798
0,42,2,35576
0,39,4,31231
0,34,0,93705
0,35,1,94012
0,49,4,31460
0,63,3,22059
0,38,4,127094
0,41,1,53896
0,46,4,69645
0,60,0,48350
0,20,1,58563
0,40,4,24666
0,42,4,54817
0,77,3,102615
0,66,0,133790
0,76,4,58573
0,42,0,42420
0,74,4,83803
0,56,3,36372
0,74,4,83718
0,53,3,78757
0,21,1,25416
0,33,4,144824
0,28,2,130219
0,73,0,49547
0,36,3,54350
0,65,3,73942
0,66,4,134304
0,46,2,66111
0,39,4,49825
0,79,4,46837
0,18,3,125535
0,47,1,84497
0,52,4,53449
0,70,4,79008
0,73,3,36893
0,71,2,102235
0,18,3,100054
0,55,1,111491
0,78,1,44611
0,67,4,94380
0,59,4,100448
0,35,3,93886
0,32,2,97502
0,21,3,117309
0,24,1,100847
0,67,4,85330
0,18,0,135287
0,79,4,114498
0,68,0,125881
0,60,1,132163
0,56,4,70246
0,72,0,56479
0,43,4,100757
0,61,1,106297
0,35,4,120378
0,75,1,136576
0,37,0,58745
0,35,2,56612
0,66,3,25434
0,49,3,68754
0,67,0,149384
0,51,2,90652
0,55,3,31522
0,23,1,143663
0,63,3,129267
0,25,3,75901
0,61,1,91746
0,63,4,96693
0,27,2,73997
0,38,1,39187
0,19,2,122334
0,49,3,55760
0,69,4,147513
0,55,3,125132
0,38,0,101719
0,27,4,36499
0,36,4,142553
0,46,1,133795
0,29,2,133886
0,63,3,90797
0,71,4,60241
0,33,0,78974
0,21,0,33400
0,39,2,68832
0,43,1,88732
0,49,3,77220
0,58,1,78669
0,35,0,45685
0,41,0,100454
0,77,0,146159
0,33,1,98270
0,21,1,92628
0,38,4,104892
0,28,1,83893
0,38,0,129736
0,51,4,68881
0,29,0,116047
0,58,1,134214
0,34,3,62844
0,47,0,59954
0,37,3,22805
0,29,2,123153
0,46,1,47799
0,52,3,57306
0,28,3,107773
0,39,2,24461
0,21,4,96756
0,36,3,67592
0,33,4,77947
0,60,3,46747
0,42,4,90538
0,60,1,25228
0,21,4,122327
0,35,2,25660
0,33,0,75574
0,71,3,42285
0,80,4,39050
0,62,2,115789
0,65,0,132692
0,28,4,80650
0,50,0,44148
0,44,2,35593
0,37,4,62843
0,18,3,140419
0,28,2,133998
0,18,0,80933
0,35,3,66662
0,46,3,113778
0,33,4,81373
0,66,2,40036
0,42,3,45081
0,48,1,72476
0,45,0,36828
0,52,3,100167
0,50,3,92444
0,56,0,81406
0,45,4,25869
0,49,0,84114
0,54,2,76796
0,31,3,82417
0,53,3,67292
0,36,4,50288
0,57,4,22847
0,65,1,129451
0,51,3,143722
0,74,1,110319
0,34,1,63550
0,67,4,24416
0,34,0,104278
0,73,3,109464
0,39,4,123989
0,29,3,49312
0,38,1,108849
0,26,3,108760
0,53,4,149956
0,18,0,37230
0,71,2,36509
0,75,2,126550
0,46,3,137460
0,22,2,148821
0,48,4,121882
0,37,3,130338
0,77,3,50988
0,70,4,56317
0,22,2,125079
0,47,0,27177
0,61,2,143400
0,25,1,124813
0,60,1,122622
0,29,0,105843
0,50,4,149814
0,18,2,74941
0,53,1,62092
0,78,1,111810
0,35,3,142441
0,76,3,54536
0,23,4,52702
0,31,4,20217
0,60,3,24927
0,29,0,100994
0,80,4,118193
0,41,4,112266
0,76,3,137009
0,26,2,110840
0,64,0,84517
0,70,1,133390
0,21,0,120607
0,37,2,115994
0,78,3,85012
0,74,4,55426
0,60,2,29198
0,32,4,134561
0,61,0,133854
0,41,0,98657
0,25,3,139019
0,18,0,93619
0,24,2,109656
0,28,4,132917
0,32,1,97507
0,73,1,125285
0,20,0,32808
0,78,2,78891
0,55,2,136690
0,69,3,112390
0,78,0,87265
0,18,2,124269
0,21,0,36506
0,53,0,128843
0,75,4,77184
0,49,4,145530
0,51,2,61049
0,65,0,125731
0,39,1,105654
0,67,3,97598
0,39,3,64718
0,72,0,103303
0,57,1,96975
0,55,3,90290
0,49,3,119641
0,74,3,127607
0,55,4,43877
0,74,2,30097
0,70,2,68366
0,26,1,107465
0,65,4,126875
0,34,0,130560
0,38,3,90989
0,67,0,92424
0,74,2,73323
0,32,2,147101
0,29,2,131513
0,61,0,88138
0,69,3,66831
0,68,3,35997
0,34,1,60716
0,62,0,112806
0,29,1,118324
0,60,0,30993
0,42,3,132927
0,30,0,67336
0,46,4,109906
0,66,2,71595
0,69,1,142378
0,37,0,122584
0,77,2,45913
0,33,1,65504
0,56,0,95907
0,19,4,122235
0,52,4,112131
0,63,4,133311
0,56,4,43888
0,41,4,100933
0,33,1,107044
0,48,4,98098
0,59,2,61378
0,69,2,107359
0,73,0,22040
0,73,4,66970
0,76,0,117870
0,59,3,127288
0,77,1,79639
0,75,3,65685
0,21,1,20731
0,43,3,64542
0,23,4,105430
0,65,3,129364
0,31,1,121270
0,79,3,74290
0,30,1,99581
0,78,2,104152
0,25,2,42793
0,25,1,148692
0,73,0,62596
0,31,3,84248
0,25,3,127682
0,57,3,67600
0,61,2,123709
0,18,1,130340
0,79,2,22058
0,62,4,38393
0,48,1,62893
0,23,0,127016
0,45,3,73944
0,23,0,36262
0,79,0,66290
0,43,2,49571
0,77,3,47953
0,44,1,126780
0,30,0,39264
0,48,4,23554
0,69,1,104013
0,71,3,86928
0,66,2,20929
0,64,3,60465
0,25,1,131224
0,71,4,63302
0,71,3,42181
0,21,0,55972
0,71,2,67420
0,77,1,94726
0,42,4,87288
0,29,3,36900
0,45,4,106106
0,52,1,91263
0,74,4,144992
0,27,1,89263
0,32,4,50391
0,29,2,49687
0,35,4,87858
0,51,4,65948
0,36,3,149107
0,18,0,128004
0,39,3,69742
0,80,0,31046
0,68,4,68191
0,60,2,127677
0,57,2,57921
0,79,3,98031
0,32,3,34684
0,64,1,88486
0,36,1,144344
0,30,1,86016
0,52,1,77910
0,60,2,35632
0,71,1,62384
0,70,0,122687
0,44,0,39386
0,31,4,105947
0,70,1,37499
0,72,4,52098
0,68,1,70970
0,67,0,35331
0,62,1,130933
0,28,0,26911
0,25,2,117123
0,61,1,99981
0,25,3,130949
0,73,4,68996
0,21,4,132964
0,43,1,46399
0,38,1,42874
0,51,2,64328
0,45,1,131768
0,78,0,35764
0,58,4,106150
0,32,3,98768
0,34,3,86351
0,54,2,113417
0,76,1,49288
0,62,0,146908
0,56,3,114474
0,38,3,88011
0,29,1,122308
0,60,4,36499
0,48,2,103693
0,25,1,26286
0,79,3,79854
0,25,1,83987
0,63,1,124143
0,63,2,104870
0,30,4,114661
0,45,3,38682
0,20,1,128963
0,55,1,58903
0,54,3,90557
0,51,0,85729
0,54,0,105478
0,26,3,66086
0,20,0,81856
0,18,2,110839
0,65,4,63365
0,68,2,50845
0,75,0,89145
0,29,0,51538
0,57,2,117310
0,27,1,80916
0,42,1,149690
0,41,3,95522
0,21,1,24505
0,36,3,106899
0,68,3,147486
0,46,3,51271
0,41,0,80990
0,21,0,64392
0,42,2,125520
0,48,0,71803
0,53,2,92644
0,62,0,92263
0,36,0,77588
0,64,4,89425
0,23,1,149935
0,30,0,36000
0,37,2,111650
0,62,4,105916
0,60,0,101749
0,42,0,46551
0,22,2,95922
0,41,0,97273
0,50,3,70146
0,21,2,38130
0,62,0,139210
0,27,1,46624
0,66,1,127660
0,42,3,21960
0,23,1,140057
0,63,0,49334
0,70,2,56804
0,19,1,102155
0,80,2,49783
0,19,4,87965
0,65,3,116753
0,28,4,61562
0,29,3,139924
0,53,0,54385
0,66,4,84946
0,78,1,109640
0,79,0,22642
0,76,4,136558
0,37,1,30229
0,30,2,131028
0,55,0,140272
0,71,0,87648
0,80,0,139028
0,78,3,42541
0,69,2,125880
0,37,1,39920
0,28,2,39041
0,34,1,40280
0,76,2,118504
0,53,1,141108
0,68,0,124531
0,67,2,68122
0,49,4,37761
0,21,4,107554
0,35,2,64384
0,36,0,59903
0,33,3,49761
0,65,2,32007
0,71,0,146965
0,31,3,71090
0,57,4,95410
0,58,1,136292
0,40,1,77000
0,65,4,114921
0,31,0,45927
0,60,3,121228
0,49,1,88086
0,62,1,68092
0,45,1,110646
0,49,1,57448
0,64,2,59953
0,78,3,89683
0,50,2,93199
0,21,2,137238
0,72,0,22221
0,55,1,52558
0,45,2,70084
0,78,2,116264
0,27,4,36567
0,34,2,126426
0,79,2,133348
0,51,1,101368
0,21,4,135992
0,80,1,110436
0,72,2,105547
0,41,0,47646
0,30,1,50118
0,23,4,112378
0,74,2,95185
0,80,0,52235
0,19,1,123542
0,28,2,89585
0,39,3,92590
0,58,0,53064
0,56,0,44297
0,40,1,148008
0,74,3,113350
0,45,2,111142
0,48,0,91082
0,18,2,92574
0,50,0,115456
0,61,3,114235
0,58,1,41514
0,57,3,65514
0,25,3,64836
0,39,2,118634
0,34,4,115138
0,61,2,48057
0,78,0,126420
0,50,4,65965
0,49,3,87622
0,45,1,112112
0,65,4,65784
0,33,2,33501
0,55,4,31278
0,32,4,56722
0,43,0,29688
0,73,0,22534
0,37,3,37326
0,32,3,141804
0,27,0,95434
0,30,2,98457
0,23,1,99028
0,56,3,104663
0,57,3,72128
0,38,0,101545
0,32,4,140097
0,48,1,28543
0,23,2,109981
0,66,3,72200
0,47,2,120842
0,54,2,44257
0,22,2,20538
0,58,0,138568
0,52,0,24928
0,66,1,75517
0,47,1,80449
0,66,0,121063
0,61,2,141986
0,49,1,144468
0,46,4,133559
0,40,1,110853
0,49,2,22434
0,63,1,22824
0,73,3,108729
0,39,0,39154
0,24,1,102323
0,53,2,86321
0,42,0,145457
0,64,0,69012
0,61,2,139842
0,42,1,102693
0,80,3,102163
0,63,0,57930
0,25,0,53184
0,28,1,49843
0,56,4,40014
0,69,2,77993
0,57,4,104396
0,57,3,70895
0,34,0,93109
0,73,0,66799
0,65,1,102619
0,72,1,135531
0,75,4,27309
0,70,4,113138
0,78,0,132218
0,33,4,54194
0,51,1,55259
0,50,2,136519
0,19,4,20889
0,18,3,99147
0,27,1,130924
0,43,2,24868
0,39,4,126593
0,35,3,120915
0,23,2,27870
0,22,1,134385
0,61,1,40589
0,67,1,25810
0,35,3,114546
0,62,0,90910
0,49,1,67943
0,74,4,24986
0,69,0,90988
0,41,4,138659
0,22,3,130503
0,24,2,81850
0,68,2,53660
0,21,1,142968
0,71,1,140010
0,52,2,23777
0,57,3,86508
0,27,2,33790
0,28,0,23962
0,73,2,83595
0,64,2,90665
0,28,3,73881
0,77,2,131902
0,27,2,140856
0,33,2,40218
0,79,3,106252
0,20,0,81385
0,29,1,51036
0,46,1,100168
0,49,0,111353
0,27,4,63149
0,25,0,105206
0,41,4,134241
0,34,0,137221
0,33,3,105148
0,71,4,34423
0,57,3,110739
0,79,1,79424
0,29,0,40434
0,23,2,36721
0,21,3,86683
0,37,3,36725
0,42,1,37252
0,69,1,25635
0,41,2,59416
0,46,1,109128
0,76,1,118635
0,26,0,33126
0,79,3,134577
0,21,2,79424
0,66,1,60973
0,48,1,21357
0,65,0,126953
0,55,3,118589
0,50,0,121797
0,73,1,65038
0,22,3,20147
0,70,4,143060
0,51,4,112720
0,57,3,76277
0,29,1,87127
0,48,1,99000
0,48,0,70721
0,68,3,30630
0,59,2,34111
0,37,4,50929
0,19,1,115083
0,63,2,57634
0,64,3,96778
0,57,0,72931
0,72,3,76625
0,80,2,50229
0,21,0,121661
0,25,2,91317
0,25,2,114190
0,66,2,135108
0,55,2,126703
0,20,3,139885
0,71,0,100266
0,32,1,55996
0,20,1,50502
0,37,1,54892
0,58,3,126839
0,44,2,72695
0,29,3,80329
0,50,3,51989
0,76,0,45050
0,76,0,139301
0,25,4,39930
0,67,1,47450
0,22,1,53664
0,49,4,105679
0,35,0,129058
0,61,0,118274
0,46,4,32772
0,62,3,48955
0,74,0,59101
0,59,1,103067
0,20,1,48714
0,61,4,75609
0,45,0,114016
0,36,1,97839
0,51,1,135167
0,68,4,61934
0,58,0,132588
0,45,3,45371
0,77,2,75013
0,79,0,25451
0,45,0,61972
0,57,4,137240
0,23,3,45718
0,73,3,80689
0,24,1,142068
0,64,0,106939
0,66,1,32666
0,73,1,83967
0,44,1,72167
0,44,0,108613
0,47,2,89821
0,64,4,93256
0,34,0,31654
0,22,2,148798
0,57,2,22197
0,36,2,124291
0,25,4,138155
0,69,0,75427
0,33,0,100652
0,22,0,141920
0,41,4,85591
0,56,4,37723
0,42,0,111482
0,41,0,33622
0,67,1,133359
0,68,0,43534
0,66,1,144477
0,45,1,149324
0,32,3,127917
0,30,0,63149
0,23,3,124140
0,38,0,138455
0,33,0,82693
0,43,3,71238
0,63,2,109181
0,60,3,91031
0,67,1,142539
0,21,0,43435
0,63,1,70980
0,30,3,80793
0,23,1,145891
0,54,2,60880
0,70,1,26600
0,37,4,78283
0,77,0,130798
0,55,4,129779
0,51,3,78619
0,51,2,74109
0,32,2,92803
0,33,0,96054
0,60,3,136169
0,64,3,143527
0,63,0,95601
0,52,2,106436
0,28,1,149882
0,37,4,76723
0,56,3,135893
0,62,0,107354
0,38,4,86469
0,73,0,41222
0,74,3,53887
0,42,1,89681
0,41,3,103432
0,31,1,87966
0,75,1,61258
0,45,4,43516
0,29,3,70524
0,55,3,56479
0,50,2,133765
0,78,2,24696
0,29,0,117134
0,77,4,129972
0,20,0,117245
0,75,4,147901
0,35,4,148411
0,46,4,27073
0,80,0,126635
0,48,0,91326
0,68,3,31164
0,56,3,126315
0,63,3,108161
0,71,3,26884
0,49,0,28316
0,80,0,32885
0,35,3,74931
0,69,0,141091
0,57,4,33925
0,50,2,132511
0,42,2,32944
0,42,0,121457
0,22,0,77903
0,71,4,42485
0,29,2,138048
0,62,0,104196
0,25,3,72574
0,71,2,147457
0,71,0,83041
0,71,0,72715
0,49,0,134645
0,56,0,144687
0,80,3,75785
0,30,0,120967
0,45,4,67180
0,75,0,92075
0,39,0,139838
0,34,3,57100
0,36,3,37664
0,23,2,78782
0,33,0,125266
0,33,3,107261
0,44,4,83725
0,40,4,147417
0,19,2,31823
0,76,1,89532
0,57,1,88738
0,60,0,54423
0,41,4,38754
0,49,1,131222
0,39,1,92742
0,18,0,102217
0,21,4,148702
0,65,3,36266
0,30,1,97360
0,19,1,32701
0,45,2,30150
0,63,4,100677
0,69,0,134159
0,62,4,101011
0,27,3,68591
0,59,2,110946
0,67,4,86217
0,23,2,135477
0,38,0,67798
0,30,0,49729
0,52,1,94711
0,38,0,131032
0,71,4,70445
0,23,2,77456
0,30,0,76405
0,68,0,51566
0,49,4,24391
0,61,3,46848
0,31,1,66852
0,28,1,100161
0,79,2,115973
0,61,2,111530
0,39,3,45052
0,29,3,39423
0,75,3,43459
0,64,1,44059
0,77,2,64039
0,55,3,99254
0,33,2,83943
0,20,2,61892
0,67,3,139111
0,57,2,72077
0,29,0,41134
0,47,4,43332
0,71,4,83581
0,33,1,61049
0,51,0,124245
0,30,3,67414
0,54,2,21199
0,56,2,34320
0,49,1,65290
0,36,3,115069
0,42,0,111943
0,44,4,41152
0,72,2,135708
0,51,2,55678
0,29,0,35901
0,50,0,101377
0,20,0,125172
0,23,4,60486
0,56,0,92886
0,38,4,36225
0,69,1,62061
0,29,0,132235
0,72,1,42124
0,22,3,22289
0,18,4,54677
0,70,3,24618
0,31,3,138914
0,20,1,124504
0,66,0,143833
0,50,0,109293
0,24,2,69220
0,20,0,130125
0,28,0,55531
0,36,4,139536
0,33,3,40571
0,21,4,85067
0,53,3,22619
0,29,1,137193
0,20,3,102177
0,33,1,56782
0,26,2,66580
0,70,0,124399
0,66,1,136242
0,76,2,86060
0,54,0,52657
0,46,3,74844
0,50,1,69595
0,55,4,65666
0,18,4,94847
0,54,1,81828
0,51,4,32834
0,35,2,69538
0,73,3,70148
0,64,3,55841
0,72,4,130572
0,52,1,79529
0,67,1,101332
0,38,2,49285
0,62,4,147366
0,75,3,59463
0,77,3,108119
0,52,3,120334
0,25,0,66736
0,79,0,126922
0,60,0,93732
0,52,2,145005
0,66,1,46971
0,39,0,52879
0,42,4,29109
0,30,4,134773
0,44,3,97265
0,55,2,141020
0,45,1,30549
0,23,1,66413
0,50,3,79845
0,74,4,42150
0,18,1,82031
0,37,1,104071
0,79,1,86297
0,63,2,29959
0,52,4,100850
0,45,1,74116
0,29,0,101810
0,27,0,112275
0,29,0,46248
0,77,3,42068
0,45,2,96410
0,55,2,98924
0,24,4,119667
0,53,0,95830
0,43,3,130404
0,64,4,50488
0,50,0,29337
0,44,3,122326
0,74,1,70153
0,21,1,116347
0,77,0,139334
0,68,2,99232
0,64,4,145023
0,47,4,123242
0,76,4,113302
0,44,1,123075
0,29,1,129031
0,69,3,26471
0,61,1,128723
0,19,2,132041
0,40,4,82428
0,52,0,62971
0,23,2,147236
0,65,1,142742
0,44,2,131123
0,55,2,99720
0,48,2,84085
0,66,1,26804
0,33,3,102354
0,69,3,88070
0,42,2,110003
0,28,1,84730
0,77,3,20680
0,64,4,52821
0,74,2,131508
0,30,2,44439
0,77,2,138810
0,80,2,148871
0,27,3,67963
0,43,2,74566
0,75,3,61604
0,72,2,149937
0,59,2,78116
0,49,0,107992
0,60,0,116653
0,42,1,58577
0,72,4,48702
0,50,3,125722
0,69,4,37426
0,80,1,41203
0,43,4,76927
0,65,4,93959
0,78,3,119717
0,30,1,144433
0,27,3,40650
0,72,2,24457
0,33,4,133478
0,73,3,47034
0,79,4,145820
0,53,0,107770
0,33,3,104721
0,56,3,36108
0,26,4,76158
0,53,3,98209
0,67,2,107253
0,21,3,60524
0,76,2,44348
0,28,4,91315
0,48,0,90001
0,22,2,79322
0,57,3,139105
0,50,0,54295
0,56,3,142870
0,65,0,62081
0,21,1,70826
0,27,2,57503
0,66,4,68356
0,61,3,142987
0,18,0,43707
0,77,4,125630
0,19,1,23006
0,46,2,57408
0,22,4,109092
0,58,3,61829
0,57,2,108219
0,50,0,146203
0,33,2,59008
0,68,2,22959
0,25,0,60343
0,76,1,107953
0,37,4,53917
0,29,4,126503
0,58,2,57211
0,28,2,39566
0,51,3,133882
0,34,2,46052
0,40,2,135111
0,75,2,61372
0,21,1,35409
0,56,3,123504
0,50,2,74369
0,29,2,72925
0,41,2,29419
0,68,2,139122
0,49,2,92275
0,65,4,138203
0,71,1,26698
0,54,3,146470
0,49,1,98795
0,66,0,98244
0,70,3,115740
0,75,2,94823
0,32,1,78278
0,76,4,102980
0,42,2,73526
0,54,0,88931
0,31,1,128589
0,76,1,82075
0,52,1,75913
0,69,0,38090
0,43,2,148608
0,51,3,105799
0,77,1,74469
0,47,1,50060
0,77,2,84216
0,62,0,106006
0,66,1,32340
0,61,3,141229
0,24,1,131564
0,70,0,117616
0,63,3,60193
0,49,3,121462
0,58,3,55211
0,34,1,37969
0,75,0,47188
0,58,3,98233
0,50,1,149930
0,76,2,128427
0,62,4,42944
0,64,1,61599
0,46,4,34110
0,56,1,87632
0,46,3,129286
0,23,1,27896
0,46,2,35394
0,21,0,83351
0,24,0,115979
0,44,3,91815
0,52,1,121856
0,56,1,40352
0,40,3,34663
0,49,0,121738
0,23,0,28370
0,29,2,83136
0,38,0,38183
0,71,4,82299
0,35,3,95848
0,52,2,20089
0,72,2,106295
0,36,2,96108
0,25,2,84316
0,34,4,88240
0,51,3,124356
0,68,4,134987
0,69,2,113008
0,52,2,102816
0,34,1,105122
0,79,2,40906
0,25,1,21821
0,80,4,71214
0,50,3,133376
0,74,0,41888
0,77,1,95817
0,23,2,92778
0,30,4,135345
0,65,1,48003
0,49,4,21613
0,43,3,108403
0,71,2,100555
0,64,4,107946
0,67,4,68741
0,46,0,124042
0,45,1,24253
0,24,1,132448
0,63,1,61094
0,38,0,75533
0,43,4,58210
0,63,2,44301
0,23,1,142488
0,59,3,60231
0,38,0,56653
0,69,1,80388
0,78,3,85548
0,22,1,125401
0,76,0,93460
0,33,1,121264
0,64,1,108183
0,40,2,138395
0,35,1,122236
0,26,3,64603
0,44,1,118025
0,34,4,35442
0,80,3,105761
0,31,0,107011
0,59,2,126192
0,73,2,37494
0,74,3,54815
0,59,2,144974
0,29,0,121990
0,62,4,74031
0,43,3,60292
0,27,1,135051
0,34,1,84462
0,35,1,56915
0,68,0,70439
0,43,4,113278
0,67,1,135820
0,20,1,147925
0,18,4,110143
0,28,0,79634
0,75,2,38107
0,43,1,85942
0,53,4,91886
0,18,1,46730
0,57,1,66865
0,60,4,89869
0,79,3,134383
0,57,1,102575
0,68,3,40266
0,34,2,72506
0,23,2,41933
0,47,4,50496
0,51,2,70799
0,40,2,144600
0,49,0,37489
0,59,0,45894
0,31,2,135003
0,76,2,46608
0,53,0,78082
0,21,1,108322
0,72,3,33276
0,63,1,67212
0,47,0,88990
0,25,4,74054
0,60,0,129329
0,77,3,101230
0,38,4,80889
0,35,4,119175
0,68,3,66900
0,20,3,140076
0,61,0,93554
0,38,1,71188
0,65,0,124172
0,65,3,64967
0,70,2,37273
0,74,4,32097
0,32,1,60125
0,47,3,106544
0,23,0,21719
0,26,3,133826
0,74,1,50625
0,62,3,104259
0,66,0,24139
0,43,0,96318
0,79,1,62139
0,20,4,142205
0,74,0,115535
0,76,1,124222
0,41,4,61742
0,59,0,126568
0,75,1,66912
0,63,1,117359
0,40,2,25826
0,37,4,38887
0,77,2,48624
0,43,2,119601
0,38,2,105331
0,44,2,73190
0,53,1,34838
0,20,3,48367
0,60,2,90944
0,33,3,35445
0,67,1,41113
0,35,1,108739
0,70,0,51724
0,25,1,32500
0,29,0,82277
0,58,1,124467
0,43,4,135108
0,77,2,59260
0,23,3,116930
0,23,2,128426
0,42,0,103492
0,30,3,70730
0,45,1,141721
0,41,0,57131
0,80,3,81677
0,73,3,119543
0,79,3,142294
0,71,4,93531
0,73,4,109965
0,52,3,42120
0,24,2,122775
0,43,3,84971
0,28,2,40733
0,44,4,147959
0,18,4,52913
0,52,0,137666
0,60,4,28071
0,30,3,34368
0,73,3,36958
0,78,3,37389
0,38,4,81932
0,55,0,26388
0,40,4,65950
0,46,1,83418
0,36,4,28122
0,75,4,88451
0,28,4,28844
0,79,2,47728
0,49,2,110281
0,58,4,98404
0,51,3,99693
0,40,1,144860
0,67,1,82921
0,61,3,94926
0,61,0,76293
0,23,3,69004
0,59,4,67325
0,46,3,146677
0,39,3,96410
0,74,2,40914
0,65,0,144357
0,23,0,45344
0,59,4,20228
0,30,2,147968
0,75,4,137306
0,74,0,31919
0,70,1,78858
0,57,0,107874
0,56,1,135108
0,60,2,51870
0,30,3,125178
0,64,1,130246
0,62,4,73019
0,53,3,24103
0,26,2,64696
0,59,3,39377
0,35,3,103532
0,28,4,100259
0,46,2,139792
0,80,2,129975
0,47,0,38373
0,78,0,113536
0,67,0,144818
0,41,1,64199
0,19,4,137071
0,18,1,97478
0,52,2,86881
0,42,0,67538
0,26,4,46958
0,78,0,98401
0,34,3,91271
0,67,4,114127
0,39,4,121551
0,34,4,45050
0,24,4,116801
0,25,3,105183
0,67,4,96422
0,46,3,93362
0,46,4,30809
0,73,1,40772
0,21,3,62409
0,75,2,126603
0,41,2,30403
0,65,0,96464
0,57,1,115253
0,67,4,20119
0,32,3,131477
0,64,4,76865
0,66,1,107024
0,24,3,113866
0,30,4,88759
0,23,2,73999
0,40,1,60379
0,31,2,92410
0,78,1,114850
0,46,1,128837
0,25,3,133054
0,64,4,76351
0,65,0,98217
0,62,2,100039
0,34,3,138542
0,31,4,108165
0,78,2,73181
0,22,2,112798
0,52,1,147423
